"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"East Asia & Pacific (excluding high income)","EAP","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.90712843648682","1.93718173528572","1.94303136665831","2.01399100832791","2.5015648659986","2.56746274423744","2.56052876797158","2.63085735172129","2.82958818155163","2.929219006171","3.34597343018762","3.68090666648016","3.6790887358783","3.55568456843052","3.6325087725182","3.55744274629049","3.54880085905807","3.64741136304038","4.14517258710861","4.19283023789587","4.23993766274378","4.26244081721456","4.87313740601101","5.27863920071741","5.84381089501617","6.40705833306117","7.18146861797788","7.69587742020493","8.125362557142","8.51480042687316","8.96465043125995","9.36118900803427","9.75827386755475","","",
"Early-demographic dividend","EAR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.89453960668498","3.88817601616315","3.90582501266169","3.8881061100464","4.00689592610902","4.05153980911669","4.0561566194445","4.11449242426747","4.17788980834186","4.14051078258403","4.42484211029238","4.48889591374349","4.37857472483998","4.38718193361752","4.40818197874044","4.42485624951084","4.42742789499594","4.264980925505","4.11699455667745","4.14857693097823","4.19844832528868","4.35999254098442","4.22173360364058","4.43210684936742","4.25379860548379","4.41212375911921","4.61931968466551","4.71878623697205","5.0083674995165","5.29054583672078","5.57239574966542","5.48950930532877","5.67627826131881","","",
"East Asia & Pacific","EAS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.21105960337248","6.46527543602349","6.32816006359015","6.57687189088909","6.78838502016588","7.03040284375336","7.07090032049016","7.25453989416763","7.73913241664375","7.58817971103962","7.77791650279649","7.86846152702657","7.52710083255441","6.78202230200435","6.90176910442911","6.9431692587927","6.77697612212576","6.32563927738958","6.67730294882043","6.79770711959345","6.67258869328505","5.54920157501044","5.43167697892355","5.66178431651915","6.19594689281548","6.73266763582336","7.35170923795214","7.72031601453093","8.21009747280298","8.66942792490969","9.08476896232507","9.51256562222192","9.9210080150144","","",
"Europe & Central Asia (excluding high income)","ECA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.93224221500127","5.0637523095649","5.52211219366862","6.4405145934864","6.89940759246717","7.17850336161831","8.39057515749949","8.40418709890911","8.40738390051148","8.35959119012142","8.21017337859073","8.13575646375833","8.30686466801272","8.28372584303578","8.61663782418691","8.78972360977786","8.46260085275987","8.08937118733335","7.79271386453486","8.43104445454304","8.77894356771539","8.30265028227252","8.60374095679618","8.69999487505177","9.23806322361872","10.5020624913896","10.2788318197347","10.3745806855476","10.6184907993227","11.3043749818798","11.2488687496045","11.2434631546099","10.8757943706252","","",
"Europe & Central Asia","ECS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4747006452125","10.7551755920922","11.5138197667069","12.3040904863422","12.7374161009821","12.9349493940232","13.2896398405947","13.706033509342","13.7489050974054","14.0431472747717","14.1440284715076","14.3425288319283","14.3533433531975","14.0563688196105","14.2058184404886","14.1419263959728","13.9904864435783","13.7695810421296","13.8086955966261","14.3738741443298","14.2055243329029","14.265936587868","14.4832691198466","14.8731915587813","15.5832693459344","15.829742534406","15.5030239921879","15.3265443825242","15.4897668471003","16.0190907161964","16.3136400229684","15.6936312532125","15.158592899667","","",
"Ecuador","ECU","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.77","6.56","6.35","7.96","8.4","5.66","6.6","6.55","6.35","7.78","8.1","7.07","6.97","6.02","5.98","5.12","5.39","6.21","8.76","6.46","5.7","6.97","7.77","6.64","6.32","7.48","9.4","11.56","12.08","13.61","15.27","14.1","13.2","","",
"Egypt, Arab Rep.","EGY","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.54","2.53","2.42","2.52","2.74","2.68","2.56","2.55","2.44","2.87","2.86","2.79","2.32","2.28","2.06","1.8","1.75","1.97","1.82","1.6","1.7","1.61","1.54","1.62","1.64","1.68","1.52","1.44","1.65","2.24","2.44","2.2","2.15","","",
"Euro area","EMU","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4605784076293","16.6641567187982","17.4545624568492","18.1420455061782","17.9822717410089","17.8597429947462","18.1752624544669","18.3222783526301","17.8722640178739","18.2924425853939","18.7237978588276","18.6757873523222","18.6637803800577","18.4938076487587","18.5773506893021","18.1715009276958","18.3543035764692","17.9521018040397","18.4222108238197","18.6148236029216","18.8687354106543","19.0763215785136","19.0485837304182","19.6820903864459","20.7825513833623","20.2379586972051","19.8295784265771","19.2591243867069","20.0390985899813","20.5712255996358","21.0975564137861","20.9368601927164","19.2083740824128","","",
"Eritrea","ERI","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.03","0.02","0.05","0.05","0.05","0.06","0.05","0.06","0.06","0.07","0.07","0.08","0.11","0.11","0.11","0.1","0.1","","",
"Spain","ESP","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.15","18.03","17.01","18.34","17.52","16.36","18.29","16.57","16.63","15.11","15.72","16.65","14.88","15.59","14.91","13.05","14.11","13.4","14.83","15.69","19.33","18.08","19.51","21.87","22.64","20.87","21.64","19.35","19.84","21","24.11","22.81","22.94","25.11","",
"Estonia","EST","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.01","0.01","0.01","0.01","0.01","0.03","0.05","0.12","0.14","0.15","0.25","0.44","0.44","0.6","0.78","0.82","0.98","1.31","0.91","1.12","1.02","1.38","2.15","2.09","2.3","2.91","",
"Ethiopia","ETH","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.52","0.51","0.53","0.56","0.58","0.58","0.6","0.6","0.69","0.65","0.59","0.67","0.66","0.72","0.77","0.85","0.95","0.95","0.94","1","1.32","1.58","1.83","2.02","2.13","2.28","2.64","2.72","2.88","2.89","3","2.91","3.15","","",
"European Union","EUU","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1299991241362","15.6159687338629","16.177573835831","16.691663231148","16.8050092436483","16.6622938902859","16.852485386476","17.1770835021248","17.0903236758015","17.5462958302973","17.7644028315595","17.9628263180171","17.8932058426596","17.6052834402403","17.9339806414094","17.640646545575","17.577746397763","17.2595789555039","17.7172442897628","17.8738824408621","18.0846585223699","18.3278478718865","18.5737258416949","19.1523861093639","20.1936470930026","19.6715279816133","19.2405445172341","18.8091069269575","19.4098309746627","19.9663337222342","20.3220958864444","20.1149810636145","18.9669168435317","","",
"Fragile and conflict affected situations","FCS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.91108666010379","5.94908681643818","6.08929187312131","6.50914359617657","6.44358104821069","6.54748701712227","7.29368580427295","7.26151986835469","7.4439947394061","7.26872113016758","7.62453371834644","7.44069569389375","7.23711127286308","7.39421358891088","8.0002297226809","8.16563317325664","8.444344471873","8.559312196273","8.34562960062843","8.31275951621455","7.81351595365887","8.00040029437607","7.91270210082413","7.57023270554525","7.57129798694708","8.1107321387512","7.53322801927989","7.69136716435955","7.78799766379346","7.42825782326496","7.85002813886503","8.08242568792907","6.91709656345316","","",
"Finland","FIN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.93","21.6","23.29","22.32","19.99","21.16","19.6","20.14","21.46","21.84","22","21.29","19.28","18.33","19.39","21.12","18.63","19.91","21.15","21.7","19.37","20.36","22.06","21.93","21.67","23.73","22.81","22.57","22.33","23.51","25.73","24.89","27.98","35.31","",
"Fiji","FJI","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.68","38.63","40.52","42.99","44.27","44.2","43.68","44.78","42.68","43.75","45.29","44.64","45.65","44.9","44.97","44.87","45.67","45.25","45.28","44.14","44.95","46.88","45.82","45.93","48.92","48.2","45.75","45.1","47.63","46.81","47.2","46.39","40.91","46.73","",
"Faroe Islands","FRO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.13","4.98","4.69","4.42","5.24","5.07","4.74","4.92","4.64","4.88","4.69","4.78","4.16","3.45","2.95","2.3","2.38","1.83","1.85","1.79","1.53","1.77","2.17","1.69","1.79","2","1.8","2.14","2.2","2.25","2.46","2.36","2.57","","",
"United Kingdom","GBR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.54","8.82","9.66","11.05","10.87","10.93","11.08","11.85","11.94","11.41","10.18","10.69","10.62","10.47","9.67","9.86","9.34","8.22","7.09","9.86","8.58","10.57","10.71","11.29","11.32","12.74","13.15","13.75","13.44","12.97","13.76","12","13.73","13.15","",
"Georgia","GEO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25","6.35","6.46","7.46","12.43","12.01","13.77","15.81","18.02","19.91","17.77","18.92","23.26","21.1","19.06","19.22","15.53","18.02","20.96","22.01","27.26","19.44","17.05","17.47","16.52","15.89","16.98","16.76","18.22","15.61","14.89","17.07","16.65","","",
"Ghana","GHA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","9.59","10.01","9.1","8.46","8.1","8.52","8.42","4.45","5.78","8.98","9","6.88","5.58","7.68","8.23","7.62","5.13","7.98","8.68","7.97","8.21","7.88","7.99","8.01","5.32","4.99","5.03","4.84","5.67","5.4","5.58","6.03","","",
"Gibraltar","GIB","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Guinea","GIN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","0.18","0.25","0.3","0.36","0.42","0.39","0.35","0.32","0.3","0.25","1.29","0.93","0.87","0.24","0.24","0.25","0.22","0.08","0.08","0.07","0.07","0.31","0.48","1.84","2.08","1.78","1.87","1.67","1.81","2.18","1.77","1.75","","",
"Greece","GRC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99","1.54","1.19","1.27","1.38","1.73","1.99","1.88","1.77","2.1","1.89","1.45","1.62","2.28","2.3","2.36","2.77","1.92","2.33","3.19","4.15","3.51","4.18","6.3","5.58","6.57","6.74","6.23","7.35","7.46","8.98","10.67","10.79","12.29","",
"Grenada","GRD","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35","3.26","2.6","2.77","2.79","3.07","2.94","2.77","2.97","3.35","5.41","5.23","3.68","4.36","4.59","4.34","4.62","4.95","5.94","5.71","5.45","5.4","5.5","5.24","5.43","4.66","4.96","5.89","5.39","4.81","5.75","5.48","5.26","","",
"Guam","GUM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5054738660342","11.9262873581989","12.0610852224533","12.41244643673","12.5662959836607","12.8392514941331","12.8748094934423","12.7290279069118","12.9208285117512","13.0967234269276","13.0592808081033","13.0743388596666","13.0104318121101","12.5868441024723","12.8214774872266","12.9022852839851","12.9360426640936","12.5673305620745","12.7862952044839","13.2801972761054","13.0625120976418","12.5828629005441","12.2102464121339","12.3993129258078","12.6769895838636","12.7560573274148","12.8165283146254","12.8398740639696","12.9747966910141","13.307105106649","13.9425571692962","13.582249547609","13.4363104515782","","",
"Hong Kong SAR, China","HKG","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.04","0.08","0.14","","",
"Honduras","HND","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.23","8.28","7.53","7.59","5.88","5.09","6.18","5.79","4.97","6.1","6.47","5.06","4.08","4.06","3.02","3.73","4.12","4.12","4.2","5.19","5.66","4.85","5.05","4.81","4.75","4.89","5.55","9.07","12.62","10.94","11.84","13.43","12.87","","",
"Heavily indebted poor countries (HIPC)","HPC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93388467713487","3.05500483968411","2.8590263892029","2.88269053174667","2.62299668170162","2.564430497895","2.51936453278224","2.41927925810641","2.5154487221852","2.67238237525536","3.00471413190726","3.13318356343841","2.98289508391505","2.81995027765364","2.86456393471906","2.92710686144842","2.97713121010342","3.00054717594173","3.06609933054766","3.19888392378831","3.35910518267363","3.27754934689465","3.31206307861123","3.39408290814147","3.49351834577988","3.31616932152695","3.18670741900649","3.34884046171412","3.57254876051006","3.58697818302561","3.63343224232191","3.65651787061736","3.71005681311376","","",
"Croatia","HRV","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.55","5.88","5.07","5.19","6.37","6.46","8.25","6","6.15","7.23","6.61","7.08","5.63","4.91","6.86","6.24","5.92","4.11","5.18","6.86","8.63","5.06","5.33","9.51","10.68","7.66","8.32","6.73","9.51","8.11","8.71","10.14","8.71","","",
"Haiti","HTI","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63","1.18","1.15","0.98","0.88","0.85","0.88","0.61","0.93","1.2","0.8","0.81","0.72","0.7","0.7","0.69","0.69","0.38","0.44","0.49","0.4","0.26","0.46","0.29","0.19","0.17","0.14","0.25","0.37","0.33","0.28","0.25","0.37","","",
"Hungary","HUN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.78","13.42","14.88","14.38","15.11","14.52","14.38","14.46","14.6","14.87","15.24","14.84","14.66","11.43","12.37","13.29","13.05","14.51","14.92","16.36","16.16","16.52","17.52","17.77","18.17","17.44","17.62","17.04","16.82","17.72","18","17.61","18.93","21.27","",
"IBRD only","IBD","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09461435750573","4.21217269797397","4.32554136229333","4.48583435267115","4.63385222406096","4.72809560962616","4.86495052643681","4.98459245024932","5.08914023703478","5.13621717277081","5.40164545135065","5.53064614127459","5.51159809165877","5.38962761155056","5.36938185758312","5.34639954809578","5.32607227201322","5.26581509403657","5.34577301840173","5.42413281615745","5.39920369886254","5.41555539291805","5.62715406913422","5.85384327440308","6.10769879066296","6.53189489574329","6.99770341872711","7.26240554928572","7.56964381987774","7.94799888487593","8.35526618458332","8.41346476144032","8.69624879925876","","",
"IDA & IBRD total","IBT","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.01776577520697","4.12657433803332","4.22736201939957","4.37113090522669","4.51053937080902","4.59130541282521","4.70238750278736","4.79487274667609","4.88518563595771","4.92965230592423","5.18298429679706","5.30735671786396","5.29240334119449","5.20070957687143","5.19738881665756","5.18733491531995","5.16338524370568","5.10646117127829","5.16990670430976","5.2583283959363","5.25660332609167","5.27662242648746","5.48210083230867","5.70447154024582","5.95100424823484","6.35413183847196","6.77911617417566","7.04095624010203","7.34776086593322","7.6961755124183","8.05651961211583","8.14977592695258","8.44967584249846","","",
"IDA total","IDA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09931018654239","3.12810112896838","3.114127967101","3.08491166161892","3.1597801360179","3.07407410136165","2.93328713212661","2.78101757391092","2.76327919596766","2.81453308045894","2.93605517364676","3.03714887259792","3.0466408008615","3.19109103876481","3.29984791906109","3.39991854903549","3.28928504876402","3.22091685064286","3.06363030613337","3.2454343358618","3.48662896199609","3.55083324104755","3.6353895639899","3.82342772419754","3.99047367546831","4.1442281019118","4.13663526286876","4.34578200539674","4.600579286918","4.58881066689632","4.5062140895781","4.95384064454196","5.46082623788646","","",
"IDA blend","IDB","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.50214332619675","2.51082318226708","2.67615065292841","2.48471351312065","2.67826884006447","2.79607381340668","2.568975282917","2.52111243958627","2.48485796772346","2.32106786256561","2.28104872213509","2.47856406083734","2.71168532049621","3.07036214267772","3.24329927316952","3.41277912834977","3.16936293274247","3.08555235402722","2.85395343631539","3.15451111592466","3.19932588181084","3.12863892961045","3.25663462934004","3.40940395458665","3.84957601446007","4.44683912243623","4.49320556992224","4.72025753700225","4.83151301296245","5.06503619992399","4.62213426517071","5.42219339859278","6.40027260149532","","",
"Indonesia","IDN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.86","2.66","2.82","2.47","3.74","3.87","3.98","4","4.48","4.4","7.3","8.78","8.6","8.63","8.49","8.35","8.15","8.75","10.06","10.33","10.2","9.67","9.71","10.16","10.21","10.19","10.62","11.92","11.84","11.27","12.99","12.93","11.97","","",
"IDA only","IDX","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.63787618332094","3.69409439204947","3.51841691140204","3.65099368780431","3.59591708809652","3.30575841211569","3.2392437757744","2.99723698786199","2.99577155001493","3.2308882057153","3.48362663892786","3.49942904175683","3.32181126382639","3.28950667237608","3.3452993305271","3.3897206828185","3.38288622992796","3.32590770523741","3.22364532580554","3.31213532463221","3.71287383300369","3.88981505446108","3.92462927146954","4.13199057367312","4.09419526660305","3.92454468486367","3.87705168836006","4.07546354735006","4.43671599458863","4.25343019338276","4.42327845646634","4.61557755317588","4.78777985241762","","",
"Isle of Man","IMN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.77","2.63","2.56","2.39","2.63","2.41","2.33","2.44","2.69","2.59","2.63","2.75","2.59","2.68","2.69","2.94","3.13","3.03","2.66","2.63","2.96","3.36","3.11","3.39","3.24","3.16","3.36","3.41","3.57","4.17","4.27","4.25","4.38","","",
"Not classified","INX","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.61","0.64","0.72","0.67","0.77","0.59","0.56","0.52","0.74","0.67","0.68","0.56","0.78","0.65","0.76","1.03","1.38","1.51","1.98","2.34","2.1","3.39","3.22","3.49","4.05","4.87","4.3","5.18","5.92","6.99","8.24","6.74","7.76","8.64","",
"Iran, Islamic Rep.","IRN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75","0.79","1.01","0.97","0.66","0.62","0.65","0.55","0.54","0.34","0.26","0.33","0.51","0.67","0.59","0.81","0.88","0.82","0.22","0.31","0.41","0.55","0.72","1.11","1.02","0.88","1.32","1.29","1.34","1.64","1.21","0.78","1.14","","",
"Iraq","IRQ","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12","0.48","0.25","0.17","0.14","0.15","0.15","0.13","0.17","0.23","0.2","0.18","0.16","0.15","0.16","1.91","2","1.91","1.07","0.93","1.24","0.81","0.94","1","0.65","0.6","0.71","0.41","0.31","0.79","0.75","0.53","0.37","","",
"Iceland","ISL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.18","70.96","68.81","68.82","68.71","69.41","68.12","68.67","69.96","73.2","75.22","74.7","74.36","74.57","73.27","73.79","77.49","81.28","81.82","82.79","88.46","89.72","89.63","89.37","88.85","87.87","87.18","87.93","88.37","88.44","89.3","88.35","87.99","89.33","",
"Israel","ISR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13","3.3","3.03","3.04","2.99","2.99","3.05","3.05","3.13","3.23","3.28","3.28","3.51","3.51","3.79","3.94","3.63","3.6","4.65","4.85","4.88","4.84","1.45","1.81","2.17","2.19","2.36","2.45","2.31","3.36","3.88","4.47","4.67","5.41","",
"Italy","ITA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.89","4.38","4.57","4.67","4.78","4.04","4.45","4.44","4.47","4.72","4.73","4.78","4.48","4.46","4.76","4.36","4.57","4.47","4.98","5.74","5.9","6.47","7.12","8.28","9.32","8.41","8.51","8.11","8.84","8.98","9.77","8.92","8.48","9.84","",
"Jamaica","JAM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29","0.31","0.27","0.22","0.27","0.27","0.28","0.3","0.3","0.29","0.28","0.14","0.24","0.28","0.4","0.5","0.48","0.45","0.55","0.66","0.73","0.82","0.9","0.77","0.87","0.86","1.04","1.62","1.56","1.46","2.06","1.84","1.63","","",
"Jordan","JOR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.73","1.56","1.59","1.47","1.39","1.36","1.37","1.38","1.41","1.41","1.43","1.38","1.33","1.15","1.08","1.45","1.46","1.63","1.68","1.82","1.91","1.85","1.94","1.92","2.03","2.66","3.07","4.39","5.02","6.47","7.73","7.69","","",
"Japan","JPN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.43","15.11","15.08","16.72","16.47","17.68","17.91","18.76","19.78","18.54","18.43","18.56","17.22","14.76","16.37","17.27","17.38","15.29","15.61","17.52","17.16","8.09","3.2","2.97","2.8","3.71","4.32","5.47","7.65","7.96","7.1","9.04","8.37","10.79","",
"Kazakhstan","KAZ","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.86","0.83","0.75","1","1.36","1.37","1.39","1.41","1.34","1.47","1.81","2.01","1.92","1.72","1.36","1.33","1.1","1.06","0.92","0.93","1","0.88","0.89","0.82","1.1","1.48","1.66","1.59","1.34","1.38","1.59","1.55","1.62","","",
"Kenya","KEN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.55","4.48","4.21","4.27","4.2","4.98","4.96","4.66","4.65","3.97","3.42","4.33","4.13","4.95","7.19","6.93","6.85","6.7","6.58","6.85","6.1","7.53","8.14","9.05","12.3","16.85","16.44","16.44","17.52","17.72","17.38","16.87","17.83","18.71","",
