"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Kyrgyz Republic","KGZ","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.47","12.74","15.89","20.18","36.08","40.1","38.22","36.25","30.97","43.28","47.56","46.84","36.36","40.17","43.99","42.72","42.33","37.08","27.56","30.46","34.69","36.73","29.49","28.9","28","23.97","25.63","31.76","27.02","29.65","31.78","27.29","22.8","","",
"Cambodia","KHM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0.07","0.1","0.07","0.1","0.11","0.11","0.1","0.09","0.07","0.1","0.92","1.76","2.96","2.97","3.55","3.57","5.98","4.62","4.34","5.95","6.86","","",
"Kiribati","KIR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.02","15.31","13.48","12.44","11.7","12.15","12.38","12.06","15.23","15.95","15.49","15.93","16.07","17.28","16.85","18.53","18.62","17.23","17.94","17.32","16.1","16.04","15.48","14.35","15.95","16.41","15.71","14.28","12.8","14.53","16.53","15.57","17.74","18.46","",
"Kuwait","KWT","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","0.01","0.01","0.01","0.07","0.12","0.11","0.08","","",
"Latin America & Caribbean (excluding high income)","LAC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4175892910838","9.59463597730174","9.667854355264","10.188637150696","9.95984351392109","10.6086236428874","10.5975791942013","10.6362258596423","10.3779985127679","10.4477061906846","10.8074850183069","10.69355483484","10.7544013049387","10.8611559288512","10.7026927905761","10.769003474128","11.0001419138223","10.967445458608","10.5896964524111","10.9911132544641","10.5567762005018","10.9187652210227","10.3971576698356","9.93784675651269","9.65085502310889","9.75850054150505","10.4385151640252","10.6817496233292","11.3586067763696","11.3269314549905","11.9175036330279","11.4565626059377","12.5626280559024","","",
"Lao PDR","LAO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.34","18.64","17.88","15.27","15.6","15.82","14.84","12.69","12.78","11.03","26.96","40.9","40","45.2","42.75","29.46","29.22","30.34","33.45","30.02","47.63","52.31","54.17","","",
"Lebanon","LBN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","1.99","2.53","1.73","1.85","1.31","1.51","1.24","1.36","0.59","0.85","0.62","1.21","2.19","1.87","1.93","1.46","1.51","0.83","0.99","1.36","1.64","1.93","2.02","0.81","1.1","0.99","1.07","1.15","1.66","2.18","2.41","6.6","","",
"Liberia","LBR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0","","",
"St. Lucia","LCA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.12098986116461","9.42821012826255","9.49339165775628","10.0313293037524","9.73833446592947","10.326301033781","10.2154290932628","10.2893886202867","9.98963611733359","9.89343043471733","10.3002079824273","10.2849163530328","10.1320174899864","10.267183951796","10.2434712988524","10.3855855810477","10.5664160533213","10.4937357330673","10.2133312809243","10.5880394851577","9.95285979540064","10.3729402568364","9.87160654989497","9.44976727430782","9.22847483736621","9.4797988203723","10.0192890118025","10.266206253049","11.0519861132645","10.9244355965612","11.8009819512463","11.3616068961419","12.3270177555073","","",
"Least developed countries: UN classification","LDC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58875790626018","1.64193242926509","1.50562303585117","1.58343973889335","1.4989453747779","1.43575118005246","1.40877920342475","1.34575915258294","1.66788534296283","1.72182645953728","2.04954861576994","2.15381135692848","2.18295354536489","2.025808852999","2.09249948683074","2.20622089090898","2.23546885862371","2.32400488714068","2.28375250446515","2.38167269110474","2.7602201427689","2.95588250070172","2.94920197690109","3.01700283678119","3.15939248539871","3.05471581481124","3.11031467980612","3.2427126311602","3.55035264897602","3.40694300047222","3.67826487864496","3.85871243798181","4.0668089529529","","",
"Low income","LIC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08812878785653","2.02117608562857","2.07297437847294","2.01874796523212","2.01983066386525","2.06417726910509","1.94637840118728","1.72715090118514","2.1450874170267","2.19099144800687","2.386699154366","2.49966537147881","2.46649235094605","2.40056777976563","2.5907486674274","2.64474567594748","2.58794609153018","2.7587615828129","2.61112475191128","2.64025350431864","2.92274456514434","3.02196569585854","3.04807491506972","3.18423972800012","3.18287712897425","3.09977244674523","3.23892090927159","3.00818349805601","3.16613382598936","3.14138052388761","3.28881074410017","3.37425173493182","3.47526111635342","","",
"Liechtenstein","LIE","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.78","4.34","5.39","6.04","6.37","4.16","4.26","4.75","4.75","3.31","3.33","2.84","3.28","2.91","3.31","4.4","3.68","3.95","3.66","5.03","4.1","2.91","6.56","4.13","5.18","3.43","3.53","5.41","4.11","4.39","6.2","6.72","","",
"Lower middle income","LMC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.79010798162006","3.75554979445534","3.65384290811389","3.5501559321094","3.7930123567655","3.58442192412958","3.52742784331644","3.54129833701122","3.70957824806914","3.86185708027923","3.9896757439849","3.96189344268313","3.80850232503965","3.89111310091232","3.87908728423708","3.92730097330172","4.02186530907743","3.87607098222484","3.64929082065649","3.64063042620152","3.78571043284545","4.0799881204002","4.03799770744591","4.20549956740096","4.19203035144628","4.20819670108536","4.31316959774024","4.45968440845817","4.61548426484813","4.89453875312739","5.03981328320206","5.25039521694439","5.57416182626456","","",
"Low & middle income","LMY","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.65728035244812","3.7235020250565","3.74859684823531","3.8622817580264","4.0749397739672","4.13821275682587","4.24872929326442","4.27811777310551","4.38697645630809","4.36416330299059","4.5911025695042","4.68193739065381","4.68795425956555","4.6375176710789","4.64467764885635","4.61523979513901","4.60055754548438","4.56859561624133","4.65137516250948","4.69631601722823","4.77517519487342","4.83394674919934","5.07741507279165","5.32098905283058","5.57143756870735","5.95271235848852","6.45008499409151","6.74479605823129","7.1138493095384","7.4726610612571","7.7900972041262","7.98271622248987","8.31332750694526","","",
"Lesotho","LSO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.66698930607974","3.80774774611912","3.94382945927007","4.10548226855073","4.26759986547987","4.33632611395194","4.37966310390877","4.52255826929394","4.62390725060158","4.79427080188863","5.01213667455281","5.15786005672172","5.19905438296536","5.07243494989028","5.01464174077667","4.9669513306849","4.93019946116067","4.9743245776173","5.19581409602791","5.31492514634369","5.26257958991523","5.25546286257251","5.62307354596288","5.87406264536285","6.29103971762021","6.7721119248243","7.36836871379478","7.7293175661608","8.03574839503155","8.45447535804944","8.8448122287136","9.05166226355431","9.57299398618305","","",
"Lithuania","LTU","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.25","26.46","35.47","36.2","25.95","36.43","39.63","36.13","38.75","33.39","31.85","36.69","42.57","44.42","42.76","31.38","26.79","28.06","28.02","33.41","1","1.17","1.18","1.47","1.4","1.52","2","2.33","1.87","2.19","2.28","2.15","2.9","4.7","",
"Luxembourg","LUX","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18","0.2","0.17","0.16","0.21","0.24","0.16","0.24","0.36","0.28","0.38","0.35","0.29","0.24","0.31","0.32","0.38","0.42","0.45","0.43","0.4","0.34","0.48","0.64","0.68","0.75","0.79","1.04","1.09","1.19","1.59","1.51","1.85","2.58","",
"Latvia","LVA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.34","4.08","3.82","4.69","5.95","5.49","3.54","5.73","8.58","5.97","6.33","5.93","5.22","4.6","6.12","6.4","5.03","4.99","5.94","6.85","6.81","5.98","7.44","6.01","4.23","4.05","5.37","8.85","4.74","4.34","5.62","5.5","6.07","8.33","",
"Macao SAR, China","MAC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.38","1.32","0.98","0.43","0.77","0.56","1.71","1.77","1.48","0.65","0.61","0.79","0.76","1.21","1.12","0.69","0.68","0.66","0.66","1.57","2.08","1.26","1.09","1.9","1.61","1.95","2.41","2.3","3.37","3.85","3.79","4.23","3.74","","",
"Monaco","MCO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22","0.36","0.33","0.53","0.47","0.59","0.78","0.85","0.91","1.04","1.12","1.06","1.05","0.96","0.96","0.92","0.94","0.96","1","0.97","0.94","0.8","0.61","0.8","0.76","0.63","0.53","0.66","0.64","0.75","0.74","0.83","1.15","","",
"Madagascar","MDG","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08","1.03","0.99","1.09","1.17","1.03","1.06","1.12","1.13","1.08","1.1","1.12","1.11","1.18","1.18","1.16","1.11","1.2","1.11","1.16","1.08","1","1.04","1.07","1.13","1.15","0.73","0.84","1.05","0.9","0.84","0.75","0.8","","",
"Maldives","MDV","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.796789986757282","0.751044306028628","0.733698881378413","0.704644627897594","0.628585987948854","0.614063686092216","0.643319949462809","0.614990503138289","0.614118943353432","0.577696070059465","0.544421889470571","0.560911145268274","0.544631818388537","0.614751616554419","0.601968295875438","0.705205772117377","0.696550184150318","0.684411432124915","0.491319440807024","0.490019886048057","0.554846487692689","0.558634799141023","0.503248998571021","0.633851940485333","0.576458549980477","0.525222963664717","0.66284351145555","0.657622430023271","0.721519146014487","0.963364350529518","0.970216185692794","1.06334581216822","1.42195193452314","","",
"Mexico","MEX","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.83","5.91","6.33","6.47","5.63","7.18","7.21","6.86","6.47","6.87","6.7","6.16","5.98","5.9","6.01","6.4","6.15","6.33","5.48","5.03","4.8","5.13","4.53","4.77","5.17","5.34","5.26","5.47","6.29","6.09","6.21","6.6","7.4","6.69","",
"Marshall Islands","MHL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.72198909797174","3.79382819736345","3.81594257561365","3.93385922371943","4.15424440875444","4.21689572560068","4.33457441084771","4.37383018089984","4.46978601366635","4.44549318770365","4.67259649312178","4.76392106516555","4.76990705171726","4.71646754173735","4.71332528315193","4.68060232391345","4.66587905369663","4.62351790994332","4.71368686394566","4.75845795622462","4.82772008902418","4.88259667378511","5.13050276307781","5.3769639997519","5.63445555846087","6.02619816738555","6.53344632090179","6.84585730105034","7.21855036526497","7.58747773631694","7.91266019751281","8.10389062669775","8.44076578107834","","",
"North Macedonia","MKD","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","3","2.7","2.02","2.93","3.34","2.88","3.34","3.87","4.97","4.35","2.99","3.09","4.71","5.07","4.75","5.14","3.14","2.67","4.22","7.68","4.31","3.35","5.23","4.38","6.73","6.71","4.12","6.56","4.1","4.91","5.45","5.17","","",
"Mali","MLI","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.03","0.04","0.05","0.06","0.08","0.09","0.1","0.12","0.44","0.5","0.63","0.89","1.35","2.02","2.67","2.79","3.13","3.01","3.7","3.62","3.63","","",
"Myanmar","MMR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.96","1.02","1.21","1.36","1.22","1.18","1.2","1.2","0.66","0.72","1.27","1.25","1.4","1.27","1.4","1.74","1.9","2","2.34","3.2","3.9","4.67","4.41","4.76","4.34","4.48","4.33","4.22","4.71","4.05","3.42","3.82","3.7","","",
"Middle East & North Africa (excluding high income)","MNA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.09808365070073","1.03501514349894","1.03644972592672","0.989662453697942","0.865489492164929","0.830999116167687","0.893099290537199","0.820293778353954","0.831096136532867","0.769300720367354","0.719721219831652","0.758907492102247","0.743333510137003","0.861576615704308","0.820300072286726","1.00054017028818","1.00862152883433","1.0022468936412","0.615750083472827","0.632537475833609","0.758851065247536","0.778730562544946","0.858764360959253","1.09267931781426","0.970165039396992","0.903865309007552","1.14673717741934","1.09540298317325","1.20479832986818","1.5209273684485","1.3951804048046","1.1441506256165","1.2920201581447","","",
"Montenegro","MNE","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.71","13.28","9.8","10.91","18.52","20.97","9.21","12.01","21.96","15.77","12.85","16.34","9.49","18.45","15.24","14.92","18.56","14.61","","",
"Mongolia","MNG","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.03","0.06","0.1","0.13","0.12","0.21","0.33","0.41","0.43","0.42","0.66","0.88","0.99","1.09","1.01","","",
"Northern Mariana Islands","MNP","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42","0.48","0.48","0.5","0.52","0.52","0.61","1.28","8.85","9.72","11.56","13.49","14.04","11.44","11.86","13.23","14.2","19.17","17.59","18.14","19.58","16.16","14.39","13.22","14.08","14.37","12.89","11.55","11.25","11.96","12.85","11.93","11.93","","",
"Mauritania","MRT","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","0.96","1.36","1.2","0.89","1.48","1.13","0.97","1.04","0.28","0.82","0.57","0.7","0.92","0.93","0.85","0.53","0.58","0.73","0.85","0.68","0.38","0.5","0.64","0.73","0.9","0.89","0.84","1.12","1.41","1.85","1.73","1.85","","",
"Malawi","MWI","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62","1.44","1.29","1.33","1.79","1.58","1.19","0.76","1","1.53","1.24","1.21","0.88","0.78","0.84","0.69","0.85","0.8","0.87","0.86","0.77","0.87","1.02","1.07","1.32","1.44","1.99","2.73","2.47","2.46","2.73","2.97","2.88","","",
"North America","NAC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3875342112406","12.0390693578489","11.7536857671","11.7409425103626","11.9666974538445","12.2108149408166","12.1510175753716","11.2689024318003","11.4003475571745","11.795679667409","11.6671038745493","11.5547024262055","11.7085683329395","11.4411745820353","11.6376704815794","11.6477844927852","11.9182842804746","11.8350505214434","12.2866439833862","12.8777667445417","12.7124256953865","13.0923665201794","13.081889696715","13.3443214192765","13.3478635799524","13.4757443628875","13.9004063842682","14.1867582340987","13.9622364786414","14.0330818730622","15.2389703618252","14.5150183530094","14.5324296076836","","",
"Namibia","NAM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","13.6","10.65","6.89","10.63","7.46","5.22","8.18","9.71","11.45","8.45","10.77","10.3","9.2","10.34","9.45","9.47","7.79","7.63","7.95","8.73","9.64","7.47","8.26","7.93","6.74","8.37","6.54","6.23","9.27","6.64","5.88","","",
"New Caledonia","NCL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","0.01","0.01","0.01","0","0","0.01","0.01","0.01","0.01","0.03","0.04","0.06","0.06","0.06","0.05","","",
"Nigeria","NGA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.35","1.71","1.66","1.52","1.68","1.66","1.55","1.48","1.54","1.58","1.4","1.38","1.87","1.57","1.73","1.51","1.25","1.24","1.09","0.92","0.98","0.78","0.77","0.72","0.71","0.91","1.09","1.06","1.08","1.05","0.97","0.95","1.08","","",
"Nicaragua","NIC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.16","19.82","19.25","17.99","16.2","13.36","11.97","8.92","5.35","4.95","5.3","7.65","8.14","9.83","8.89","9.58","10.06","7.92","10.84","9.81","10.44","9.41","15.37","19.46","18.99","18.15","18.08","18.57","20.16","18.86","19.77","18.57","17.03","","",
"Netherlands","NLD","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.29","1.5","1.52","1.53","1.52","1.5","0.94","1.44","1.47","1.52","1.5","1.48","1.49","1.48","1.59","1.49","1.82","1.92","2.01","1.74","2.05","1.98","1.78","2.41","3.07","2.98","3.2","3.48","3.75","4.81","5.28","7.33","9.05","",
"Norway","NOR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.44","43.53","45.36","43.54","41.65","44.47","39.19","39.14","39.5","39.59","46.62","38.54","44.58","33.55","32.76","40.08","35.04","41.89","39.36","36.26","32.04","38.36","42.29","36.39","41.71","46.99","44.34","41.71","41.74","40.28","47.15","46.72","48.74","50.61","",
"Nepal","NPL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.29","1.18","1.19","1.23","1.48","1.48","1.29","1.34","1.58","1.73","1.9","2.15","2.24","2.34","2.37","2.57","2.57","2.5","2.69","2.7","2.84","2.99","2.64","3.52","3.3","3.54","3.6","3.62","4.56","4.25","6.17","6.78","","",
"Nauru","NRU","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.24","26.99","25.17","25.87","25.65","26.11","24.63","22.42","24.56","23","24.11","21.85","23.28","22.97","24.4","24.18","24.73","25.07","26.08","29.17","31.27","32.91","30.72","32.39","33.39","34.27","34.76","34.32","35.38","34.9","36.3","36.32","39.09","38.71","",
"OECD members","OED","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8822164367405","13.3216310732462","13.32874023051","13.6542607806638","13.6769889207964","13.9521420630746","13.9411668379666","13.6604005396658","13.8584351528536","14.0345758304393","13.9528460566298","14.0003315374817","13.9440611452781","13.5087169788129","13.8060083770927","13.8700167821753","13.9590675391607","13.5537129368281","13.8700358396637","14.3909964768739","14.2614294291676","13.802544985799","13.4062561275612","13.585840778662","13.9445836016235","14.1001940848601","14.22574761535","14.32505445237","14.5551958245345","14.8880553716733","15.6741163853544","15.3412271171192","15.2436523047302","","",
"Oman","OMN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","0.07","0.08","0.33","","",
"Other small states","OSS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.85402467610615","6.60196255652148","7.09091641738724","7.73639011016566","7.42381635508047","7.82034103060471","7.94552578977752","7.66073729131504","8.28268046739341","9.52628616043637","10.5946741668958","10.077646408213","10.3441908144452","9.79000442159531","9.49757715800938","9.42700556026925","11.013591419275","12.2756401647414","13.7933479255318","15.5894194739476","15.2145002599987","15.6017411755684","15.9794275242703","16.1526830431022","15.9970655449333","15.533080098367","14.2404595051895","14.572461440129","15.9999080417728","15.4444587872734","15.5305491276317","15.4121605140185","15.3027687694121","","",
"Pakistan","PAK","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.56","3.8","4.19","3.66","4.09","3.96","3.36","3.47","3.43","2.85","3.14","3.43","3.6","4.02","3.97","4.31","4.19","3.88","3.39","3.76","4.24","4.44","4.31","4.61","4.71","4.49","4.84","5.13","5.11","6.04","5.27","7.43","9.25","","",
"Panama","PAN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.87","10.92","8.89","10.63","10.52","10.48","12.18","11.32","7.19","10.66","12.34","7.89","11.82","9.83","13.22","11.52","10.43","10.8","12.09","10.79","10.48","9.19","11.71","11.56","10.99","14.18","14.73","16","17.44","10.68","17.65","18.11","17.28","","",
"Peru","PER","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.25","10.35","8.97","10.23","10.67","10.05","10.14","10.38","9.72","9.7","10.72","12.03","12.31","12.87","11.23","10.91","12.28","11.13","9.84","9.99","9.85","9.24","8.54","9.33","8.91","9.44","9.42","11.1","11.48","11.38","13.17","11.71","10.24","","",
